Meadow,Site,MS,Elevation,Species1,Species2,Schoener,DipteraVsPlants
a,5,a5,1001,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,0.5,x
a,5,a5,1001,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,0.5,x
a,5,a5,1001,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,0.5,x
a,5,a5,1001,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,0.5,x
u,2,u2,1749.2,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,0.500621891,x
i,2,i2,737.4,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.500848181,x
o,4,o4,1576.2,ProportionClinopodium vulgare,ProportionZDensityDipteraTOTAL,0.501163449,x
i,7,i7,648.5,ProportionOnonis spinosa,ProportionZDensityDipteraTOTAL,0.50119883,x
a,1,a1,1020.6,ProportionTeucrium chamaedris,ProportionZDensityDipteraTOTAL,0.501285809,x
a,3,a3,949.8,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.502494431,x
o,4,o4,1576.2,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.502572141,x
i,3,i3,711.5,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.502925184,x
i,5,i5,684.5,ProportionKnautia/ Scabiosa,ProportionZDensityDipteraTOTAL,0.503657578,x
n,2,n2,1405.5,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,0.504950495,x
n,5,n5,1398.6,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,0.504950495,x
a,1,a1,1020.6,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.505217422,x
n,5,n5,1398.6,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.505244592,x
i,7,i7,648.5,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,0.505263158,x
i,7,i7,648.5,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,0.505263158,x
a,6,a6,981.9,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,0.506031197,x
u,2,u2,1749.2,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,0.506183059,x
i,1,i1,766.3,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,0.506220506,x
n,5,n5,1398.6,ProportionSedum album,ProportionZDensityDipteraTOTAL,0.506339621,x
o,4,o4,1576.2,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,0.506540395,x
u,1,u1,1745.8,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.5078125,x
i,6,i6,702.2,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,0.508584451,x
a,6,a6,981.9,ProportionSalvia pratensis,ProportionZDensityDipteraTOTAL,0.509112852,x
i,3,i3,711.5,ProportionGalium verum,ProportionZDensityDipteraTOTAL,0.50914287,x
i,4,i4,702.4,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.509161969,x
a,3,a3,949.8,ProportionSedum album,ProportionZDensityDipteraTOTAL,0.509606858,x
n,3,n3,1407.7,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,0.509803922,x
n,4,n4,1420,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,0.509898477,x
a,3,a3,949.8,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.51036133,x
a,3,a3,949.8,ProportionEchium vulgare,ProportionZDensityDipteraTOTAL,0.510570396,x
a,1,a1,1020.6,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,0.510843252,x
i,5,i5,684.5,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,0.511246463,x
a,3,a3,949.8,ProportionTeucrium chamaedris,ProportionZDensityDipteraTOTAL,0.51142266,x
a,4,a4,1002.8,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,0.511935144,x
a,1,a1,1020.6,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.512234556,x
n,1,n1,1390.3,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.512783082,x
i,6,i6,702.2,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,0.512988263,x
a,6,a6,981.9,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,0.513398295,x
a,4,a4,1002.8,ProportionTeucrium chamaedris,ProportionZDensityDipteraTOTAL,0.513538312,x
a,3,a3,949.8,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.513650081,x
a,4,a4,1002.8,ProportionSedum album,ProportionZDensityDipteraTOTAL,0.513786996,x
i,5,i5,684.5,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.514096958,x
a,3,a3,949.8,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,0.514254198,x
u,2,u2,1749.2,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,0.514563107,x
i,5,i5,684.5,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,0.515059412,x
a,3,a3,949.8,ProportionKnautia/ Scabiosa,ProportionZDensityDipteraTOTAL,0.515232412,x
n,2,n2,1405.5,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,0.515269783,x
n,2,n2,1405.5,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.515836478,x
a,4,a4,1002.8,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,0.515845574,x
a,6,a6,981.9,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.516129032,x
n,4,n4,1420,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.516129032,x
u,2,u2,1749.2,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,0.516129032,x
n,3,n3,1407.7,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.516260748,x
a,3,a3,949.8,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,0.516450175,x
n,1,n1,1390.3,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.516498548,x
i,5,i5,684.5,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,0.516811598,x
i,1,i1,766.3,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,0.516958717,x
a,5,a5,1001,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,0.517042509,x
a,6,a6,981.9,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.517437015,x
i,3,i3,711.5,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,0.518549422,x
i,3,i3,711.5,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,0.519040264,x
n,1,n1,1390.3,ProportionEchium vulgare,ProportionZDensityDipteraTOTAL,0.519200066,x
a,4,a4,1002.8,ProportionVeronica teucrium,ProportionZDensityDipteraTOTAL,0.519230769,x
n,1,n1,1390.3,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.519230769,x
u,2,u2,1749.2,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,0.519507572,x
n,4,n4,1420,ProportionOnonis spinosa,ProportionZDensityDipteraTOTAL,0.521139676,x
a,2,a2,984.9,ProportionKnautia/ Scabiosa,ProportionZDensityDipteraTOTAL,0.522427927,x
a,4,a4,1002.8,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,0.523809524,x
i,5,i5,684.5,ProportionPolygala comosa,ProportionZDensityDipteraTOTAL,0.523809524,x
n,4,n4,1420,ProportionGalium verum,ProportionZDensityDipteraTOTAL,0.523809524,x
o,4,o4,1576.2,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,0.523809524,x
i,3,i3,711.5,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.523809524,x
n,1,n1,1390.3,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,0.523809524,x
n,3,n3,1407.7,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,0.523809524,x
n,4,n4,1420,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,0.524365482,x
a,5,a5,1001,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,0.524512897,x
i,6,i6,702.2,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,0.524944733,x
a,5,a5,1001,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,0.525105532,x
a,5,a5,1001,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.525803343,x
a,2,a2,984.9,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.526018872,x
o,3,o3,1612.7,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.526451725,x
i,4,i4,702.4,ProportionClinopodium vulgare,ProportionZDensityDipteraTOTAL,0.526711452,x
i,6,i6,702.2,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,0.526755256,x
n,4,n4,1420,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.527057406,x
a,1,a1,1020.6,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.527447631,x
a,5,a5,1001,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.528301887,x
a,6,a6,981.9,ProportionPotentilla sp#,ProportionZDensityDipteraTOTAL,0.528301887,x
u,2,u2,1749.2,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.528301887,x
u,2,u2,1749.2,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,0.528301887,x
a,4,a4,1002.8,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.530487486,x
n,2,n2,1405.5,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.530628435,x
i,6,i6,702.2,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,0.530962107,x
u,1,u1,1745.8,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,0.531440471,x
a,3,a3,949.8,ProportionRubus sp#,ProportionZDensityDipteraTOTAL,0.531481971,x
n,2,n2,1405.5,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.531615925,x
a,2,a2,984.9,ProportionEchium vulgare,ProportionZDensityDipteraTOTAL,0.532004044,x
i,5,i5,684.5,ProportionHelianthemum nummularium,ProportionZDensityDipteraTOTAL,0.532027275,x
i,4,i4,702.4,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.532336319,x
o,3,o3,1612.7,ProportionSilene vulgaris,ProportionZDensityDipteraTOTAL,0.532349043,x
n,1,n1,1390.3,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.532574885,x
n,3,n3,1407.7,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.53271028,x
u,1,u1,1745.8,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.533835107,x
a,4,a4,1002.8,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.533987099,x
n,1,n1,1390.3,ProportionClinopodium vulgare,ProportionZDensityDipteraTOTAL,0.53399475,x
i,5,i5,684.5,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.534106362,x
n,2,n2,1405.5,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,0.534205467,x
a,3,a3,949.8,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,0.534338358,x
a,6,a6,981.9,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.534684763,x
i,7,i7,648.5,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,0.534736842,x
n,1,n1,1390.3,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.535295959,x
a,5,a5,1001,ProportionPotentilla erecta,ProportionZDensityDipteraTOTAL,0.535432867,x
a,4,a4,1002.8,ProportionSilene vulgaris,ProportionZDensityDipteraTOTAL,0.535565402,x
a,3,a3,949.8,ProportionThymus sp#,ProportionZDensityDipteraTOTAL,0.535591491,x
a,4,a4,1002.8,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,0.536100033,x
i,2,i2,737.4,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,0.536195499,x
i,3,i3,711.5,ProportionAchillea millefolium,ProportionZDensityDipteraTOTAL,0.536196781,x
n,2,n2,1405.5,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.536474437,x
o,4,o4,1576.2,ProportionTrifolium repens,ProportionZDensityDipteraTOTAL,0.536645857,x
a,3,a3,949.8,ProportionVeronica spicata,ProportionZDensityDipteraTOTAL,0.536962591,x
o,3,o3,1612.7,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,0.537285762,x
n,2,n2,1405.5,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,0.537575608,x
i,1,i1,766.3,ProportionSilene vulgaris,ProportionZDensityDipteraTOTAL,0.538160413,x
o,3,o3,1612.7,ProportionKnautia/ Scabiosa,ProportionZDensityDipteraTOTAL,0.538868829,x
i,7,i7,648.5,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.538916794,x
a,4,a4,1002.8,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.539397154,x
i,3,i3,711.5,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,0.539490519,x
i,2,i2,737.4,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.540583507,x
i,5,i5,684.5,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.541392482,x
i,7,i7,648.5,ProportionThymus sp#,ProportionZDensityDipteraTOTAL,0.54145749,x
o,3,o3,1612.7,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,0.541877614,x
i,7,i7,648.5,ProportionHelianthemum nummularium,ProportionZDensityDipteraTOTAL,0.543072546,x
u,2,u2,1749.2,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,0.543307582,x
n,2,n2,1405.5,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.543368453,x
a,3,a3,949.8,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,0.543954673,x
i,2,i2,737.4,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,0.544346528,x
i,7,i7,648.5,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,0.544380306,x
i,2,i2,737.4,ProportionHippocrepis comosa,ProportionZDensityDipteraTOTAL,0.544472884,x
n,2,n2,1405.5,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,0.545036808,x
o,4,o4,1576.2,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,0.545073245,x
i,1,i1,766.3,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.545085995,x
a,3,a3,949.8,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,0.545454545,x
i,6,i6,702.2,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.545454545,x
n,3,n3,1407.7,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.545454545,x
n,2,n2,1405.5,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,0.545454545,x
i,4,i4,702.4,ProportionGalium verum,ProportionZDensityDipteraTOTAL,0.545514324,x
i,3,i3,711.5,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.54621348,x
a,1,a1,1020.6,ProportionPolygala comosa,ProportionZDensityDipteraTOTAL,0.546321527,x
n,2,n2,1405.5,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,0.546435661,x
n,5,n5,1398.6,ProportionSalvia pratensis,ProportionZDensityDipteraTOTAL,0.546440327,x
o,4,o4,1576.2,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,0.546487498,x
a,5,a5,1001,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,0.547113713,x
i,3,i3,711.5,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,0.547442649,x
n,5,n5,1398.6,ProportionAcinos alpinus,ProportionZDensityDipteraTOTAL,0.547655729,x
a,4,a4,1002.8,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,0.547799079,x
u,2,u2,1749.2,ProportionAchillea millefolium,ProportionZDensityDipteraTOTAL,0.547920972,x
n,2,n2,1405.5,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.548152671,x
i,4,i4,702.4,ProportionMedicago sativa,ProportionZDensityDipteraTOTAL,0.548320602,x
a,1,a1,1020.6,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,0.548396414,x
n,2,n2,1405.5,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,0.548536148,x
a,4,a4,1002.8,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.548707725,x
i,5,i5,684.5,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.548998142,x
u,1,u1,1745.8,ProportionHelianthemum nummularium,ProportionZDensityDipteraTOTAL,0.54911934,x
i,4,i4,702.4,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.549828761,x
n,1,n1,1390.3,ProportionRanunculus sp#,ProportionZDensityDipteraTOTAL,0.550176896,x
o,4,o4,1576.2,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,0.55047592,x
a,6,a6,981.9,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,0.550635114,x
n,1,n1,1390.3,ProportionHelianthemum nummularium,ProportionZDensityDipteraTOTAL,0.551704793,x
a,4,a4,1002.8,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,0.552165187,x
u,1,u1,1745.8,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.553216382,x
o,3,o3,1612.7,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,0.553571429,x
i,1,i1,766.3,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,0.55397479,x
u,1,u1,1745.8,ProportionRanunculus sp#,ProportionZDensityDipteraTOTAL,0.554030833,x
n,5,n5,1398.6,ProportionHelianthemum nummularium,ProportionZDensityDipteraTOTAL,0.554131846,x
n,5,n5,1398.6,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,0.554251211,x
n,1,n1,1390.3,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,0.554565592,x
a,1,a1,1020.6,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,0.554756604,x
o,4,o4,1576.2,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.554895895,x
a,2,a2,984.9,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,0.554931767,x
a,5,a5,1001,ProportionKnautia/ Scabiosa,ProportionZDensityDipteraTOTAL,0.555551341,x
n,5,n5,1398.6,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.555555556,x
i,1,i1,766.3,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.555744398,x
n,1,n1,1390.3,ProportionSilene vulgaris,ProportionZDensityDipteraTOTAL,0.556274906,x
a,2,a2,984.9,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,0.556284589,x
a,1,a1,1020.6,ProportionTrifolium montana,ProportionZDensityDipteraTOTAL,0.556365636,x
u,1,u1,1745.8,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.556440471,x
u,2,u2,1749.2,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,0.556451613,x
n,3,n3,1407.7,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.556611762,x
i,4,i4,702.4,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,0.557088398,x
n,1,n1,1390.3,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.557205427,x
n,1,n1,1390.3,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,0.557522124,x
n,1,n1,1390.3,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,0.557522124,x
i,7,i7,648.5,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.557894737,x
n,5,n5,1398.6,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,0.558035934,x
n,5,n5,1398.6,ProportionOnonis spinosa,ProportionZDensityDipteraTOTAL,0.558219972,x
n,1,n1,1390.3,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.558357189,x
i,6,i6,702.2,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.558477424,x
n,2,n2,1405.5,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.558823529,x
o,3,o3,1612.7,ProportionGalium verum,ProportionZDensityDipteraTOTAL,0.558823529,x
i,1,i1,766.3,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,0.558913917,x
n,5,n5,1398.6,ProportionGalium verum,ProportionZDensityDipteraTOTAL,0.558955538,x
n,3,n3,1407.7,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.559514545,x
a,5,a5,1001,ProportionTrifolium repens,ProportionZDensityDipteraTOTAL,0.559655655,x
i,1,i1,766.3,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.55972676,x
i,2,i2,737.4,ProportionThymus sp#,ProportionZDensityDipteraTOTAL,0.560319811,x
n,3,n3,1407.7,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.56048046,x
n,5,n5,1398.6,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,0.561091472,x
a,3,a3,949.8,ProportionLotus corniculatus,ProportionZDensityDipteraTOTAL,0.562092722,x
n,5,n5,1398.6,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,0.562822314,x
n,3,n3,1407.7,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.563511987,x
a,4,a4,1002.8,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,0.56442923,x
n,4,n4,1420,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.564568474,x
o,3,o3,1612.7,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.564720943,x
a,6,a6,981.9,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,0.564910678,x
i,6,i6,702.2,ProportionSilene vulgaris,ProportionZDensityDipteraTOTAL,0.565156042,x
o,3,o3,1612.7,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,0.565217391,x
i,2,i2,737.4,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.565423378,x
a,5,a5,1001,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,0.565513219,x
u,1,u1,1745.8,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.56553138,x
i,2,i2,737.4,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.566238077,x
n,1,n1,1390.3,ProportionGalium verum,ProportionZDensityDipteraTOTAL,0.567217745,x
n,3,n3,1407.7,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,0.567379529,x
o,3,o3,1612.7,ProportionTrifolium montana,ProportionZDensityDipteraTOTAL,0.567423218,x
a,6,a6,981.9,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,0.567521905,x
i,1,i1,766.3,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.567617068,x
i,1,i1,766.3,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,0.568009236,x
o,3,o3,1612.7,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,0.568109135,x
u,1,u1,1745.8,ProportionSilene vulgaris,ProportionZDensityDipteraTOTAL,0.568205177,x
a,6,a6,981.9,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,0.568776513,x
i,4,i4,702.4,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.569482929,x
a,6,a6,981.9,ProportionLotus corniculatus,ProportionZDensityDipteraTOTAL,0.569683846,x
i,7,i7,648.5,ProportionCampanula glomerata,ProportionZDensityDipteraTOTAL,0.56987434,x
i,1,i1,766.3,ProportionRanunculus sp#,ProportionZDensityDipteraTOTAL,0.570010395,x
a,1,a1,1020.6,ProportionThymus sp#,ProportionZDensityDipteraTOTAL,0.57002734,x
o,4,o4,1576.2,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.570074271,x
n,4,n4,1420,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.570507412,x
i,5,i5,684.5,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,0.570523346,x
a,4,a4,1002.8,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,0.570527127,x
a,2,a2,984.9,ProportionHelianthemum nummularium,ProportionZDensityDipteraTOTAL,0.570712694,x
u,1,u1,1745.8,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,0.571078431,x
a,2,a2,984.9,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,0.571466775,x
a,5,a5,1001,ProportionClinopodium vulgare,ProportionZDensityDipteraTOTAL,0.571521143,x
n,3,n3,1407.7,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.571877182,x
n,4,n4,1420,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.572593021,x
n,3,n3,1407.7,ProportionHippocrepis comosa,ProportionZDensityDipteraTOTAL,0.572677363,x
n,3,n3,1407.7,ProportionTeucrium chamaedris,ProportionZDensityDipteraTOTAL,0.573205158,x
a,6,a6,981.9,ProportionHelianthemum nummularium,ProportionZDensityDipteraTOTAL,0.573658568,x
a,3,a3,949.8,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,0.573895117,x
i,4,i4,702.4,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,0.574068539,x
a,2,a2,984.9,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,0.574282158,x
