Meadow,Site,MS,Elevation,Species1,Species2,Schoener,OverallVsPlants
a,1,a1,1020.6,ProportionThymus sp#,ProportionZInsectDensity,0.631473772,x
i,4,i4,702.4,ProportionVerbena officinalis,ProportionZInsectDensity,0.631508678,x
o,3,o3,1612.7,ProportionCampanula sp#,ProportionZInsectDensity,0.632229217,x
i,2,i2,737.4,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.63257425,x
a,6,a6,981.9,ProportionMedicago lupulina,ProportionZInsectDensity,0.63274731,x
a,1,a1,1020.6,ProportionTrifolium repens,ProportionZInsectDensity,0.633334076,x
n,2,n2,1405.5,ProportionCrepis/Hieracium/Leontodon,ProportionZInsectDensity,0.633439796,x
o,4,o4,1576.2,ProportionLathyrus pratensis,ProportionZInsectDensity,0.633547213,x
i,2,i2,737.4,ProportionAchillea millefolium,ProportionZInsectDensity,0.633612455,x
i,1,i1,766.3,ProportionCampanula sp#,ProportionZInsectDensity,0.634305557,x
o,3,o3,1612.7,ProportionTrifolium pratense,ProportionZInsectDensity,0.6343584,x
i,5,i5,684.5,ProportionVeronica spicata,ProportionZInsectDensity,0.635210289,x
i,1,i1,766.3,ProportionCirsium arvense,ProportionZInsectDensity,0.635850822,x
a,6,a6,981.9,ProportionDaucus carota,ProportionZInsectDensity,0.637966247,x
n,1,n1,1390.3,ProportionSilene vulgaris,ProportionZInsectDensity,0.638406154,x
n,3,n3,1407.7,ProportionMedicago lupulina,ProportionZInsectDensity,0.638406643,x
u,1,u1,1745.8,ProportionAcinos alpinus,ProportionZInsectDensity,0.640415944,x
o,4,o4,1576.2,ProportionClinopodium vulgare,ProportionZInsectDensity,0.640656004,x
u,1,u1,1745.8,ProportionPotentilla erecta,ProportionZInsectDensity,0.640759122,x
i,2,i2,737.4,ProportionSalvia pratensis,ProportionZInsectDensity,0.641496223,x
i,2,i2,737.4,ProportionAsperula cynanchica,ProportionZInsectDensity,0.641631837,x
n,2,n2,1405.5,ProportionCerastium sp#,ProportionZInsectDensity,0.641879082,x
n,1,n1,1390.3,ProportionAchillea millefolium,ProportionZInsectDensity,0.642144426,x
n,5,n5,1398.6,ProportionSilene vulgaris,ProportionZInsectDensity,0.642857143,x
i,1,i1,766.3,ProportionCampanula glomerata,ProportionZInsectDensity,0.642894755,x
i,5,i5,684.5,ProportionGalium verum,ProportionZInsectDensity,0.642997566,x
i,3,i3,711.5,ProportionGalium verum,ProportionZInsectDensity,0.643738054,x
i,3,i3,711.5,ProportionEuphrasia sp,ProportionZInsectDensity,0.643744606,x
a,4,a4,1002.8,ProportionCampanula glomerata,ProportionZInsectDensity,0.643796784,x
u,2,u2,1749.2,ProportionCirsium acaule,ProportionZInsectDensity,0.644173579,x
n,1,n1,1390.3,ProportionLotus corniculatus,ProportionZInsectDensity,0.644944333,x
a,3,a3,949.8,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.645392749,x
n,2,n2,1405.5,ProportionCirsium arvense,ProportionZInsectDensity,0.645501507,x
i,4,i4,702.4,ProportionThymus sp#,ProportionZInsectDensity,0.645561085,x
a,3,a3,949.8,ProportionCrepis/Hieracium/Leontodon,ProportionZInsectDensity,0.645643639,x
i,6,i6,702.2,ProportionPimpinella sp#,ProportionZInsectDensity,0.646346819,x
i,6,i6,702.2,ProportionPrunella sp#,ProportionZInsectDensity,0.646620721,x
n,2,n2,1405.5,ProportionTrifolium repens,ProportionZInsectDensity,0.646923621,x
u,2,u2,1749.2,ProportionTrifolium pratense,ProportionZInsectDensity,0.647068474,x
n,5,n5,1398.6,ProportionThymus sp#,ProportionZInsectDensity,0.647245663,x
n,4,n4,1420,ProportionMycelis muralis,ProportionZInsectDensity,0.647360003,x
n,1,n1,1390.3,ProportionCirsium acaule,ProportionZInsectDensity,0.647614873,x
n,4,n4,1420,ProportionSalvia pratensis,ProportionZInsectDensity,0.647887324,x
i,1,i1,766.3,ProportionGalium verum,ProportionZInsectDensity,0.648325133,x
n,4,n4,1420,ProportionLeucanthemum vulgare,ProportionZInsectDensity,0.649598442,x
n,1,n1,1390.3,ProportionCentaurea sp#,ProportionZInsectDensity,0.650770376,x
a,1,a1,1020.6,ProportionCampanula glomerata,ProportionZInsectDensity,0.651607103,x
i,6,i6,702.2,ProportionPeucedanum sp#,ProportionZInsectDensity,0.652252948,x
i,7,i7,648.5,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,0.652272018,x
u,1,u1,1745.8,ProportionCarum carvi,ProportionZInsectDensity,0.652415258,x
n,1,n1,1390.3,ProportionCarduus defloratus,ProportionZInsectDensity,0.652693422,x
o,4,o4,1576.2,ProportionLotus corniculatus,ProportionZInsectDensity,0.652812566,x
i,6,i6,702.2,ProportionCampanula glomerata,ProportionZInsectDensity,0.653211628,x
i,1,i1,766.3,ProportionTeucrium chamaedris,ProportionZInsectDensity,0.653642261,x
a,1,a1,1020.6,ProportionSilene vulgaris,ProportionZInsectDensity,0.654233456,x
n,4,n4,1420,ProportionAchillea millefolium,ProportionZInsectDensity,0.654397982,x
i,3,i3,711.5,ProportionMedicago sativa,ProportionZInsectDensity,0.654468002,x
i,3,i3,711.5,ProportionCampanula glomerata,ProportionZInsectDensity,0.655093606,x
i,6,i6,702.2,ProportionThesium sp#,ProportionZInsectDensity,0.655489829,x
n,1,n1,1390.3,ProportionDaucus carota,ProportionZInsectDensity,0.655885864,x
i,2,i2,737.4,ProportionDianthus sp#,ProportionZInsectDensity,0.657094747,x
n,3,n3,1407.7,ProportionGalium verum,ProportionZInsectDensity,0.65723183,x
o,3,o3,1612.7,ProportionCarduus defloratus,ProportionZInsectDensity,0.657280783,x
i,6,i6,702.2,ProportionCentaurea sp#,ProportionZInsectDensity,0.657544481,x
a,5,a5,1001,ProportionUrtica dioica,ProportionZInsectDensity,0.658048423,x
i,6,i6,702.2,ProportionAgrimonia eupatoria,ProportionZInsectDensity,0.658060179,x
i,3,i3,711.5,ProportionPimpinella sp#,ProportionZInsectDensity,0.658164112,x
n,2,n2,1405.5,ProportionMedicago lupulina,ProportionZInsectDensity,0.658316832,x
n,5,n5,1398.6,ProportionAlchemilla sp#,ProportionZInsectDensity,0.658609299,x
o,4,o4,1576.2,ProportionCirsium acaule,ProportionZInsectDensity,0.660288954,x
n,1,n1,1390.3,ProportionTrifolium pratense,ProportionZInsectDensity,0.660497769,x
i,1,i1,766.3,ProportionCentaurea sp#,ProportionZInsectDensity,0.660862188,x
o,3,o3,1612.7,ProportionThymus sp#,ProportionZInsectDensity,0.661324422,x
o,4,o4,1576.2,ProportionTrifolium pratense,ProportionZInsectDensity,0.662075235,x
i,1,i1,766.3,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.662414936,x
i,6,i6,702.2,ProportionGalium verum,ProportionZInsectDensity,0.662666085,x
a,4,a4,1002.8,ProportionAsperula cynanchica,ProportionZInsectDensity,0.662739573,x
n,3,n3,1407.7,ProportionAlchemilla sp#,ProportionZInsectDensity,0.662845689,x
i,6,i6,702.2,ProportionAchillea millefolium,ProportionZInsectDensity,0.66343703,x
i,6,i6,702.2,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.663720325,x
n,4,n4,1420,ProportionTrifolium montana,ProportionZInsectDensity,0.664006346,x
a,4,a4,1002.8,ProportionClinopodium vulgare,ProportionZInsectDensity,0.664175298,x
a,3,a3,949.8,ProportionHypericum sp#,ProportionZInsectDensity,0.664420172,x
n,4,n4,1420,ProportionSilene vulgaris,ProportionZInsectDensity,0.66556628,x
a,5,a5,1001,ProportionPimpinella sp#,ProportionZInsectDensity,0.6663663,x
a,4,a4,1002.8,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.66652299,x
u,1,u1,1745.8,ProportionAlchemilla sp#,ProportionZInsectDensity,0.667458432,x
i,2,i2,737.4,ProportionMedicago sativa,ProportionZInsectDensity,0.667998802,x
o,3,o3,1612.7,ProportionRanunculus sp#,ProportionZInsectDensity,0.668216547,x
n,2,n2,1405.5,ProportionUrtica dioica,ProportionZInsectDensity,0.668518071,x
n,4,n4,1420,ProportionEchium vulgare,ProportionZInsectDensity,0.668965275,x
n,4,n4,1420,ProportionEuphrasia sp,ProportionZInsectDensity,0.669109546,x
i,2,i2,737.4,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,0.670104189,x
n,2,n2,1405.5,ProportionEchium vulgare,ProportionZInsectDensity,0.670150348,x
u,1,u1,1745.8,ProportionAchillea millefolium,ProportionZInsectDensity,0.670752403,x
n,5,n5,1398.6,ProportionPlantago media,ProportionZInsectDensity,0.670811704,x
i,6,i6,702.2,ProportionVeronica spicata,ProportionZInsectDensity,0.671306606,x
a,1,a1,1020.6,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.67160165,x
a,6,a6,981.9,ProportionPeucedanum sp#,ProportionZInsectDensity,0.672388095,x
i,2,i2,737.4,ProportionThymus sp#,ProportionZInsectDensity,0.67241006,x
i,3,i3,711.5,ProportionCrepis/Hieracium/Leontodon,ProportionZInsectDensity,0.672460508,x
n,2,n2,1405.5,ProportionGeranium sylvaticum,ProportionZInsectDensity,0.673267327,x
i,3,i3,711.5,ProportionCentaurea sp#,ProportionZInsectDensity,0.673906484,x
o,3,o3,1612.7,ProportionMedicago lupulina,ProportionZInsectDensity,0.674260791,x
u,2,u2,1749.2,ProportionAconitum napellus,ProportionZInsectDensity,0.674438822,x
n,2,n2,1405.5,ProportionAlchemilla sp#,ProportionZInsectDensity,0.674696336,x
a,2,a2,984.9,ProportionSalvia pratensis,ProportionZInsectDensity,0.675324076,x
a,2,a2,984.9,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.675524718,x
a,4,a4,1002.8,ProportionGalium verum,ProportionZInsectDensity,0.676289575,x
n,3,n3,1407.7,ProportionCarduus defloratus,ProportionZInsectDensity,0.676657584,x
u,2,u2,1749.2,ProportionRanunculus sp#,ProportionZInsectDensity,0.677283938,x
n,3,n3,1407.7,ProportionAcinos alpinus,ProportionZInsectDensity,0.678626907,x
a,6,a6,981.9,ProportionMedicago sativa,ProportionZInsectDensity,0.679462171,x
i,6,i6,702.2,ProportionCirsium arvense,ProportionZInsectDensity,0.679704859,x
o,3,o3,1612.7,ProportionCarum carvi,ProportionZInsectDensity,0.680433588,x
n,4,n4,1420,ProportionCarduus defloratus,ProportionZInsectDensity,0.680810915,x
a,6,a6,981.9,ProportionTeurium montanum,ProportionZInsectDensity,0.681254793,x
n,5,n5,1398.6,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.681898023,x
o,4,o4,1576.2,ProportionAchillea millefolium,ProportionZInsectDensity,0.68245025,x
n,3,n3,1407.7,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.682996116,x
i,6,i6,702.2,ProportionCampanula sp#,ProportionZInsectDensity,0.683258853,x
a,6,a6,981.9,ProportionCampanula sp#,ProportionZInsectDensity,0.683796909,x
i,6,i6,702.2,ProportionEchium vulgare,ProportionZInsectDensity,0.684045002,x
n,5,n5,1398.6,ProportionLotus corniculatus,ProportionZInsectDensity,0.684542587,x
a,6,a6,981.9,ProportionEchium vulgare,ProportionZInsectDensity,0.684577237,x
i,1,i1,766.3,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,0.684583024,x
a,5,a5,1001,ProportionPotentilla erecta,ProportionZInsectDensity,0.68551804,x
a,1,a1,1020.6,ProportionTrifolium pratense,ProportionZInsectDensity,0.686719045,x
a,4,a4,1002.8,ProportionMedicago sativa,ProportionZInsectDensity,0.6867465,x
u,2,u2,1749.2,ProportionLathyrus pratensis,ProportionZInsectDensity,0.688157467,x
n,3,n3,1407.7,ProportionTrifolium repens,ProportionZInsectDensity,0.688474976,x
i,7,i7,648.5,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.68894873,x
u,2,u2,1749.2,ProportionLeucanthemum vulgare,ProportionZInsectDensity,0.69003904,x
i,2,i2,737.4,ProportionSedum album,ProportionZInsectDensity,0.690335181,x
a,4,a4,1002.8,ProportionPotentilla erecta,ProportionZInsectDensity,0.690525967,x
a,1,a1,1020.6,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.690684452,x
a,2,a2,984.9,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.69131106,x
i,5,i5,684.5,ProportionCrepis/Hieracium/Leontodon,ProportionZInsectDensity,0.692158042,x
n,1,n1,1390.3,ProportionMedicago lupulina,ProportionZInsectDensity,0.693267675,x
a,6,a6,981.9,ProportionStachys officinalis,ProportionZInsectDensity,0.694039735,x
n,3,n3,1407.7,ProportionThymus sp#,ProportionZInsectDensity,0.69430388,x
u,1,u1,1745.8,ProportionEuphrasia sp,ProportionZInsectDensity,0.69442506,x
i,1,i1,766.3,ProportionLotus corniculatus,ProportionZInsectDensity,0.695011855,x
n,1,n1,1390.3,ProportionPrunella sp#,ProportionZInsectDensity,0.695082786,x
i,4,i4,702.4,ProportionTeucrium chamaedris,ProportionZInsectDensity,0.695534787,x
n,3,n3,1407.7,ProportionPlantago lanceolata,ProportionZInsectDensity,0.695655857,x
a,5,a5,1001,ProportionVeronica spicata,ProportionZInsectDensity,0.69706499,x
o,4,o4,1576.2,ProportionEuphrasia sp,ProportionZInsectDensity,0.697526643,x
n,2,n2,1405.5,ProportionGalium verum,ProportionZInsectDensity,0.697580645,x
n,5,n5,1398.6,ProportionOnonis spinosa,ProportionZInsectDensity,0.697582719,x
i,4,i4,702.4,ProportionAgrimonia eupatoria,ProportionZInsectDensity,0.698063649,x
o,4,o4,1576.2,ProportionTrolleis europaeus,ProportionZInsectDensity,0.69838556,x
a,5,a5,1001,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.698585511,x
n,5,n5,1398.6,ProportionClinopodium vulgare,ProportionZInsectDensity,0.69876471,x
o,4,o4,1576.2,ProportionPrunella sp#,ProportionZInsectDensity,0.700152643,x
a,4,a4,1002.8,ProportionPimpinella sp#,ProportionZInsectDensity,0.70044029,x
a,2,a2,984.9,ProportionAsperula cynanchica,ProportionZInsectDensity,0.701022361,x
n,5,n5,1398.6,ProportionCirsium acaule,ProportionZInsectDensity,0.701073069,x
a,5,a5,1001,ProportionDaucus carota,ProportionZInsectDensity,0.701198752,x
n,2,n2,1405.5,ProportionSalvia pratensis,ProportionZInsectDensity,0.702380952,x
n,5,n5,1398.6,ProportionGalium verum,ProportionZInsectDensity,0.703242414,x
i,7,i7,648.5,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.703847916,x
u,2,u2,1749.2,ProportionLotus corniculatus,ProportionZInsectDensity,0.704195302,x
i,4,i4,702.4,ProportionTrifolium repens,ProportionZInsectDensity,0.705833102,x
a,3,a3,949.8,ProportionRanunculus sp#,ProportionZInsectDensity,0.706091288,x
a,5,a5,1001,ProportionCampanula sp#,ProportionZInsectDensity,0.70622683,x
n,5,n5,1398.6,ProportionTrifolium montana,ProportionZInsectDensity,0.706427518,x
a,4,a4,1002.8,ProportionTrifolium repens,ProportionZInsectDensity,0.70653421,x
a,6,a6,981.9,ProportionCampanula glomerata,ProportionZInsectDensity,0.706658854,x
n,2,n2,1405.5,ProportionAchillea millefolium,ProportionZInsectDensity,0.707251806,x
a,6,a6,981.9,ProportionAchillea millefolium,ProportionZInsectDensity,0.707567856,x
n,3,n3,1407.7,ProportionCampanula sp#,ProportionZInsectDensity,0.70773605,x
a,1,a1,1020.6,ProportionPrunella sp#,ProportionZInsectDensity,0.708747459,x
a,3,a3,949.8,ProportionPotentilla erecta,ProportionZInsectDensity,0.709098304,x
i,4,i4,702.4,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.712036056,x
i,4,i4,702.4,ProportionVeronica spicata,ProportionZInsectDensity,0.712942509,x
u,2,u2,1749.2,ProportionAconitum anthora,ProportionZInsectDensity,0.713068855,x
i,7,i7,648.5,ProportionEchium vulgare,ProportionZInsectDensity,0.713320352,x
i,2,i2,737.4,ProportionCampanula glomerata,ProportionZInsectDensity,0.71347573,x
n,1,n1,1390.3,ProportionTrifolium montana,ProportionZInsectDensity,0.713545797,x
i,7,i7,648.5,ProportionVeronica spicata,ProportionZInsectDensity,0.71382694,x
n,1,n1,1390.3,ProportionPotentilla erecta,ProportionZInsectDensity,0.713919205,x
n,3,n3,1407.7,ProportionHypericum sp#,ProportionZInsectDensity,0.714525257,x
a,2,a2,984.9,ProportionPimpinella sp#,ProportionZInsectDensity,0.715321947,x
a,4,a4,1002.8,ProportionDaucus carota,ProportionZInsectDensity,0.715715266,x
o,3,o3,1612.7,ProportionAcinos alpinus,ProportionZInsectDensity,0.715737416,x
n,4,n4,1420,ProportionRanunculus sp#,ProportionZInsectDensity,0.717412791,x
i,5,i5,684.5,ProportionPrunella sp#,ProportionZInsectDensity,0.718454632,x
i,1,i1,766.3,ProportionUrtica dioica,ProportionZInsectDensity,0.718728507,x
a,2,a2,984.9,ProportionRanunculus sp#,ProportionZInsectDensity,0.719884498,x
i,1,i1,766.3,ProportionOriganum vulgare,ProportionZInsectDensity,0.720737395,x
a,2,a2,984.9,ProportionAchillea millefolium,ProportionZInsectDensity,0.721135221,x
a,3,a3,949.8,ProportionVeronica spicata,ProportionZInsectDensity,0.721651561,x
i,2,i2,737.4,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.721981993,x
u,1,u1,1745.8,ProportionPlantago media,ProportionZInsectDensity,0.722222222,x
n,4,n4,1420,ProportionTeurium montanum,ProportionZInsectDensity,0.722481678,x
n,2,n2,1405.5,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.723222322,x
a,5,a5,1001,ProportionCrepis/Hieracium/Leontodon,ProportionZInsectDensity,0.723979841,x
a,3,a3,949.8,ProportionOnonis spinosa,ProportionZInsectDensity,0.724004394,x
a,4,a4,1002.8,ProportionThymus sp#,ProportionZInsectDensity,0.724027683,x
i,2,i2,737.4,ProportionStachys officinalis,ProportionZInsectDensity,0.724485721,x
i,7,i7,648.5,ProportionTeucrium chamaedris,ProportionZInsectDensity,0.725266792,x
i,1,i1,766.3,ProportionDaucus carota,ProportionZInsectDensity,0.72649866,x
i,4,i4,702.4,ProportionCarduus nutans,ProportionZInsectDensity,0.726527071,x
i,6,i6,702.2,ProportionOriganum vulgare,ProportionZInsectDensity,0.727161435,x
o,4,o4,1576.2,ProportionRanunculus sp#,ProportionZInsectDensity,0.727953757,x
n,2,n2,1405.5,ProportionRanunculus sp#,ProportionZInsectDensity,0.728871621,x
i,5,i5,684.5,ProportionCarduus nutans,ProportionZInsectDensity,0.729247847,x
i,1,i1,766.3,ProportionVicia cracca,ProportionZInsectDensity,0.72965005,x
n,5,n5,1398.6,ProportionHypericum sp#,ProportionZInsectDensity,0.73050837,x
a,1,a1,1020.6,ProportionLeucanthemum vulgare,ProportionZInsectDensity,0.731016712,x
a,1,a1,1020.6,ProportionHieracium pilosella,ProportionZInsectDensity,0.731182796,x
n,3,n3,1407.7,ProportionLotus corniculatus,ProportionZInsectDensity,0.731500635,x
n,3,n3,1407.7,ProportionPrunella sp#,ProportionZInsectDensity,0.732580771,x
n,1,n1,1390.3,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.733294539,x
i,1,i1,766.3,ProportionThymus sp#,ProportionZInsectDensity,0.734196486,x
a,5,a5,1001,ProportionGalium verum,ProportionZInsectDensity,0.734251199,x
o,3,o3,1612.7,ProportionPotentilla erecta,ProportionZInsectDensity,0.735439962,x
n,2,n2,1405.5,ProportionThymus sp#,ProportionZInsectDensity,0.735551462,x
a,1,a1,1020.6,ProportionEuphrasia sp,ProportionZInsectDensity,0.736097846,x
a,4,a4,1002.8,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.736203757,x
o,3,o3,1612.7,ProportionLotus corniculatus,ProportionZInsectDensity,0.738383784,x
a,5,a5,1001,ProportionAchillea millefolium,ProportionZInsectDensity,0.739213099,x
a,1,a1,1020.6,ProportionRanunculus sp#,ProportionZInsectDensity,0.740243514,x
i,1,i1,766.3,ProportionPimpinella sp#,ProportionZInsectDensity,0.740953564,x
a,2,a2,984.9,ProportionDaucus carota,ProportionZInsectDensity,0.741108493,x
i,2,i2,737.4,ProportionPeucedanum sp#,ProportionZInsectDensity,0.741305692,x
a,1,a1,1020.6,ProportionClinopodium vulgare,ProportionZInsectDensity,0.741567544,x
u,2,u2,1749.2,ProportionEuphrasia sp,ProportionZInsectDensity,0.742052162,x
a,4,a4,1002.8,ProportionEuphrasia sp,ProportionZInsectDensity,0.742403956,x
i,2,i2,737.4,ProportionGalium verum,ProportionZInsectDensity,0.743067267,x
a,5,a5,1001,ProportionTrifolium repens,ProportionZInsectDensity,0.743321999,x
u,1,u1,1745.8,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.74351826,x
a,2,a2,984.9,ProportionPotentilla erecta,ProportionZInsectDensity,0.743619224,x
n,5,n5,1398.6,ProportionCarduus nutans,ProportionZInsectDensity,0.743870636,x
u,2,u2,1749.2,ProportionThymus sp#,ProportionZInsectDensity,0.744763972,x
a,2,a2,984.9,ProportionThymus sp#,ProportionZInsectDensity,0.745236083,x
a,6,a6,981.9,ProportionPotentilla erecta,ProportionZInsectDensity,0.745669893,x
n,2,n2,1405.5,ProportionLotus corniculatus,ProportionZInsectDensity,0.746068725,x
a,1,a1,1020.6,ProportionEchium vulgare,ProportionZInsectDensity,0.747450236,x
i,6,i6,702.2,ProportionClinopodium vulgare,ProportionZInsectDensity,0.747915505,x
a,5,a5,1001,ProportionOnonis spinosa,ProportionZInsectDensity,0.748965574,x
a,6,a6,981.9,ProportionGalium verum,ProportionZInsectDensity,0.748989041,x
n,3,n3,1407.7,ProportionAchillea millefolium,ProportionZInsectDensity,0.75029777,x
a,3,a3,949.8,ProportionEuphrasia sp,ProportionZInsectDensity,0.751211309,x
n,5,n5,1398.6,ProportionEuphrasia sp,ProportionZInsectDensity,0.751446394,x
i,3,i3,711.5,ProportionAgrimonia eupatoria,ProportionZInsectDensity,0.752918844,x
a,5,a5,1001,ProportionPrunella sp#,ProportionZInsectDensity,0.75358566,x
