Samplenro,Notebook,Day,Month,DOY,SDOY,Meadow,Site,MeadowSite,Totalflowers,Species,SumOfInsects2,SumOfEffort,InsectDensity,MinOfAchilleamillefolium,MinOfAcinosalpinus,MinOfAconitumnapellus,MinOfAconitumanthora,MinOfAegopodiumpodagraria,MinOfAgrimoniaeupatoria,MinOfAjugareptans,MinOfAjugapyramidalis,MinOfAlchemillasp,MinOfAlliumcarinatum,MinOfAnacamptispyramidalis,MinOfAnemonenarcissiflora,MinOfAnthericumramosum,MinOfAnthyllisvulneraria,MinOfApiaceaesp,MinOfArabis/Arabidopsis,MinOfArenaria/Linumym,MinOfArnicamontana,MinOfAsperulacynanchica,MinOfAsteramellus,MinOfAsterbellidiastrum,MinOfAtrobabelladonna,MinOfBellisperennis,MinOfBistortavivipara,MinOfBuphthalmumsalicifolium,MinOfCarumcarvi,MinOfClinopodiumvulgare,MinOfCampanulaglomerata,MinOfCampanulasp,MinOfCapsellabursa-pastoris,MinOfCarduusdefloratus,MinOfCarduusnutans,MinOfCarlinaacaulis,MinOfCarlinavulgaris,MinOfCentaureasp,MinOfCentauriumsp,MinOfCephalantheralongifolia,MinOfCerastiumsp,MinOfChenopodiumsp,MinOfCichoriumintybus,MinOfCirsiumarvense,MinOfCirsiumacaule,MinOfCoeglossumviride,MinOfConyzasp,MinOfConvolvulusarvensis,MinOfCrepissp,MinOfCrepissp2,MinOfCrepis/Hieracium,MinOfCrepis/Hieracium/Leontodon,MinOfCuscutaeuropaeae,MinOfDaucuscarota,MinOfDianthussp,MinOfEchiumvulgare,MinOfEpilobiumsp,MinOfEuphrasiasp,MinOfEuphorbiacyparissias,MinOfFragariasp,MinOfGaliumverum,MinOfGaliumsp,MinOfGentianasp,MinOfGentianaverna,MinOfGeraniumsylvaticum,MinOfGeraniumpusillum,MinOfGeraniumsanguineum?,MinOfGeraniumsp,MinOfGlobularianudicaulis,MinOfGlobulariacardiflora,MinOfGymnadeniaconopsea,MinOfHelianthemumnummularium,MinOfHieraciumpilosella,MinOfHippocrepiscomosa,MinOfHypericumsp,MinOfKnautia/Scabiosa,MinOfLamiumalbum,MinOfLathyruspratensis,MinOfLathyrussp,MinOfLeucanthemumvulgare,MinOfLigustrumvulgare,MinOfLotuscorniculatus,MinOfLotusmaritimus,MinOfMaianthemumbifolium,MinOfMalvaneglecta,MinOfMedicagolupulina,MinOfMedicagominima,MinOfMedicagosativa,MinOfMelampyrumsylvaticum,MinOfMycelismuralis,MinOfMyosotessp,MinOfNeottiaovata,MinOfOdontitesluteus,MinOfOnobrychisvicifolia,MinOfOnonisspinosa,MinOfOphrusapifera,MinOfOphrusinsectifera,MinOfOrchismascula,MinOfOrchisustulata,MinOfOriganumvulgare,MinOfParnassiapalustris,MinOfPastinacasativa,MinOfPeucedanumsp,MinOfPhyteumaorbiculare,MinOfPimpinellasp,MinOfPlantagolanceolata,MinOfPlantagomajor,MinOfPlantagomedia,MinOfPlantherabifolia,MinOfPlatantherachlorantha,MinOfPolygalaalpestris,MinOfPolygalacomosa,MinOfPolygalavulgaris,MinOfPolygonumaviculare,MinOfPotentillaerecta,MinOfPotentillasp,MinOfPrimulaveris,MinOfPrunellasp,MinOfPulsatillasp,MinOfRanunculussp,MinOfRhinanthusminor,MinOfResedalutea,MinOfRosasp,MinOfRubussp,MinOfRumexsp,MinOfSalviapratensis,MinOfSambucussp,MinOfSanguisorbaminor,MinOfSaponariaocymoides?,MinOfSedumspyellow,MinOfSedumalbum,MinOfSeneciosp,MinOfSilenedioica,MinOfSilenenutans,MinOfSilenevulgaris,MinOfSisymbriumofficinale,MinOfSolanumdulgamara,MinOfSolidagovirgaurea,MinOfSpiranthesspiralis,MinOfStachysofficinalis,MinOfStachysrecta,MinOfTaraxacumsp,MinOfTeucriumchamaedris,MinOfTeuriummontanum,MinOfThesiumsp,MinOfThymussp,MinOfTragopodonpratensis,MinOfTrifoliumcampestre,MinOfTrifoliumbadium,MinOfTrifoliummontana,MinOfTrifoliumpratense,MinOfTrifoliumrepens,MinOfTrolleiseuropaeus,MinOfUrticadioica,MinOfVacciniumvitis-idaea,MinOfValeriana,MinOfVerbenaofficinalis,MinOfVeronicachamaedris,MinOfVeronicaofficinalis,MinOfVeronicaspicata,MinOfVeronicateucrium,MinOfVeronicasp,MinOfViciacracca,MinOfViciasepium,MinOfVincetoxicumhirundinaria,MinOfViolasp,MinOfSpecies,MinOfSumOfCowfeces,MinOfSumOfBareground,MinOfSumOfRock,MinOfSumOfBryophytes,MinOfSumOfLitter,MinOfelevation,Selevation,ElevationKM,MinOfColeoptera,MinOfColeopteraBuprestidae,MinOfColeopteraCantharidae,MinOfColeopteraCerambycidae,MinOfColeopteraCetonidae,MinOfColeopteraChrysomelidae,MinOfColeopteraCleridae,MinOfColeopteraMalachiidae,MinOfColeopteraMeloidae,MinOfColeopteraMelyridae,MinOfColeopteraMordellidae,MinOfColeopteraOedemeridae,MinOfColeopteraScarabidae,MinOfColeopteraTenebrionidae,MinOfDiptera,MinOfDipteraAsilidae,MinOfDipteraBibinionidae,MinOfDipteraCalliphoridae,MinOfDipteraConopsidae,MinOfDipteraBombylidae,MinOfDipteraEmpididae,MinOfDipteraMuscidae,MinOfDipteraSarcophagidae,MinOfDipteraSyrphidae,MinOfDipteraTachinidae,MinOfDipteraTephritidae,MinOfHymenoptera,MinOfHymenopteraApidae,MinOfHymenopteraBraconidae,MinOfHymenopteraChrysidae,MinOfHymenopteraFormicidae,MinOfHymenopteraIchneumonidae,MinOfHymenopteraLeucospidae,MinOfHymenopteraPompelinidae,MinOfHymenopteraSpecidae,MinOfHymenopteraSphecidae,MinOfHymenopteraTenthredinidae,MinOfHymenopteraVespidae,MinOfRaphidioptera,InsectsPerFlower,MinOfTemperature,MinOfSumOfEffort,ColeopteraDensity,ColeopteraBuprestidaeDensity,ColeopteraCantharidaeDensity,ColeopteraCerambycidaeDensity,ColeopteraCetonidaeDensity,ColeopteraChrysomelidaeDensity,ColeopteraCleridaeDensity,ColeopteraMalachiidaeDensity,ColeopteraMeloidaeDensity,ColeopteraMelyridaeDensity,ColeopteraMordellidaeDensity,ColeopteraOedemeridaeDensity,ColeopteraScarabidaeDensity,ColeopteraTenebrionidaeDensity,DipteraDensity,DipteraAsilidaeDensity,DipteraBibinionidaeDensity,DipteraCalliphoridaeDensity,DipteraConopsidaeDensity,DipteraBombylidaeDensity,DipteraEmpididaeDensity,DipteraMuscidaeDensity,DipteraSarcophagidaeDensity,DipteraSyrphidaeDensity,DipteraTachinidaeDensity,DipteraTephritidaeDensity,HymenopteraDensity,HymenopteraApidaeDensity,HymenopteraBraconidaeDensity,HymenopteraChrysidaeDensity,HymenopteraFormicidaeDensity,HymenopteraIchneumonidaeDensity,HymenopteraLeucospidaeDensity,HymenopteraPompelinidaeDensity,HymenopteraSpecidaeDensity,HymenopteraSphecidaeDensity,HymenopteraTenthredinidaeDensity,HymenopteraVespidaeDensity,RaphidiopteraDensity
111,2,29,7,210,1.015076533,i,3,i3,38088,36,53,37.5,1.413333333,2500,,,,,400,,,,,,,,,,,100,,,,,,,,,,20,20,30,,,,,,5000,,,,,30,,,,,,,,100,12000,,5000,,,,400,,,200,,,,,,,,,,,100,1,,5,1200,,,,4,,200,,,,20,,1000,,,,,,,5000,,,,,,,30,,,3000,100,,50,,,,,,,,,,500,,200,,,,,,5,,,,,,,,,,,,,,,,,,,,400,,,,100,300,50,,,,,10,,,10,,,3,,,,45,0.05,18.6,0,0.05,10.5,711.5,0.649078436,0.7115,,,,,,,,,,,,,,,3,,,,,,,9,,16,,4,1,18,1,,,1,,,,,,,,3.71E-05,22,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.24,0,0.426666667,0,0.106666667,0.026666667,0.48,0.026666667,0,0,0.026666667,0,0,0,0,0,0,0
112,2,29,7,210,1.015076533,i,2,i2,8457,41,70,83.35,0.839832034,100,,,,,40,,,,,,,500,8,,,10,,3000,,,,,,200,,,250,50,,,,,,400,,,,,,,1,,,,,,,20,,150,50,20,,10,,,150,,,,,,,,3,,,300,30,,,15,,,,10,,50,,,,,,100,,,,,,,300,,,,,,,,250,,800,20,,10,,,,,,,100,,,200,,100,,,,,,100,,,,,20,,,,,,,,,20,,,200,400,,400,,,,20,20,,,,,,,,,30,,,,,,,56,1.2,20.2,0,0,25.8,737.4,0.672706168,0.7374,,,,1,,29,,,,,,1,,,2,,,,,,,5,,12,1,,,9,1,,,5,1,1,,,,2,,9.93E-05,24,83.35,0,0,0,0.0119976,0,0.347930414,0,0,0,0,0,0.0119976,0,0,0.023995201,0,0,0,0,0,0,0.059988002,0,0.143971206,0.0119976,0,0,0.107978404,0.0119976,0,0,0.059988002,0.0119976,0.0119976,0,0,0,0.023995201,0
113,2,29,7,210,1.015076533,i,1,i1,6870,35,55,83.35,0.659868026,400,,,,,300,,,,,,,100,,,,,,2000,,,,,,300,,150,20,50,,,3,,,500,,,,,,50,,,,2,,,,3,,400,,10,,,,,100,5,,,,,,,,,,30,,,,4,,,,5,,30,,,,,,500,,,,,,,200,,,,,15,,,200,,500,,,,,,,,,,,,,50,,200,,,,,,3,,,,,,,,,,,,,,,,,100,,,500,,,,50,,,,30,,,,,,10,,,50,,,,44,0.7,25.8,0,0,22.3,766.3,0.699070703,0.7663,,,,1,,16,,,,,1,2,,,,,,,,,,8,,8,1,2,,7,2,,,4,1,,,,,2,,9.61E-05,23,83.35,0,0,0,0.0119976,0,0.191961608,0,0,0,0,0.0119976,0.023995201,0,0,0,0,0,0,0,0,0,0.095980804,0,0.095980804,0.0119976,0.023995201,0,0.083983203,0.023995201,0,0,0.047990402,0.0119976,0,0,0,0,0.023995201,0
114,2,30,7,211,1.019910231,i,7,i7,5547,34,81,50.01,1.619676065,,,,,,50,,,,,,,20,,,,,,1500,2,,,,,300,,,150,20,,,,,,400,,,,,,,,,,,,,,20,,30,80,50,,100,,,30,,,,,,,,,,,400,20,,,50,,1,,30,,80,,,,,,,,,,,,,200,,,,,,,,400,,100,,,1,,,,,,,,,,150,,200,,,,,,5,,,,,,,,,,,,,,,5,,400,100,3,500,,,,100,,,,,,,,,,50,,,,,,,57,0.15,41.5,0.6,0.1,17.2,648.5,0.591605574,0.6485,,,,,,3,,,,,,1,,,2,,,,41,,,4,,,1,,1,21,1,,,2,1,,,,1,2,,0.000291991,22,50.01,0,0,0,0,0,0.059988002,0,0,0,0,0,0.019996001,0,0,0.039992002,0,0,0,0.819836033,0,0,0.079984003,0,0,0.019996001,0,0.019996001,0.419916017,0.019996001,0,0,0.039992002,0.019996001,0,0,0,0.019996001,0.039992002,0
115,2,30,7,211,1.019910231,i,6,i6,5718,40,53,83.35,0.635872825,150,,,,,2,,,,,,,30,5,,,,,1000,4,,,,,600,,30,100,50,,,,,,200,,,,,,,,,,,,,,,,50,30,200,,,,,200,10,,,,,,,,,,500,1,,,50,,10,,20,,,,,,,,500,,,,,,,250,,,,,20,,50,400,,50,,,5,,,,,,,,,,50,1,30,,,,,,20,,,,,,,,,,,,,,,,,400,300,10,200,,,,100,,,,,,10,,,,30,,,50,,,,58,1.5,33.8,0.7,0,21,702.2,0.640594347,0.7022,,,,1,,1,,,,,,,,1,1,,,,8,,,1,,4,2,3,,22,,1,,3,,2,,2,,1,,0.000111205,25,83.35,0,0,0,0.0119976,0,0.0119976,0,0,0,0,0,0,0,0.0119976,0.0119976,0,0,0,0.095980804,0,0,0.0119976,0,0.047990402,0.023995201,0.035992801,0,0.263947211,0,0.0119976,0,0.035992801,0,0.023995201,0,0.023995201,0,0.0119976,0
116,2,30,7,211,1.019910231,a,6,a6,12870,37,55,66.68,0.824835033,3000,,,,,5,,,,15,,,,,,,,,2000,,,,,,,,,100,20,,,,,,800,,,,,,,5,,,,,,,200,,50,,300,,500,,,150,,,,,,,,,,,300,20,,10,50,,,,,,200,,,,50,,400,,,,,,,300,,,,,,,,100,,500,100,,100,,,,,,,50,,,150,,200,,,,,,30,,,,,,,,,,,,,,400,,,400,100,,2000,,,,200,40,20,,,,,,,,5,,,,,,,59,2.5,10.8,0,0,18.7,981.9,0.895755609,0.9819,,,,1,,13,,,,,,1,,3,2,,,,1,,,1,,13,1,3,,4,1,1,,5,,3,,,2,,,6.41E-05,22,66.68,0,0,0,0.014997001,0,0.194961008,0,0,0,0,0,0.014997001,0,0.044991002,0.029994001,0,0,0,0.014997001,0,0,0.014997001,0,0.194961008,0.014997001,0.044991002,0,0.059988002,0.014997001,0.014997001,0,0.074985003,0,0.044991002,0,0,0.029994001,0,0
117,2,30,7,211,1.019910231,a,5,a5,13803,47,50,66.68,0.74985003,600,,,,,30,,,,,,,,,1,,20,,50,,,,,,,20,150,30,30,,,,,,2500,50,,,,,,,,,,,,,1500,,400,,100,,200,,,200,,,,,,,,,,,100,,,50,100,,5,,5,,300,,,,,,200,,,,,,,150,,,,,,3,,,,600,300,,50,,,,,20,,1500,10,,50,,400,,,,5,,10,,,,5,30,,,,,,10,,,1,,,100,,,3000,,,,500,200,200,,6,,,,,,10,,,,,2,,61,3.6,6.6,1.1,1.2,20.4,1001,0.913179922,1.001,,,,1,,4,,,,,,,,1,1,,,4,,,,7,,7,1,,,21,,,,,,,,,1,,,5.43E-05,22,66.68,0,0,0,0.014997001,0,0.059988002,0,0,0,0,0,0,0,0.014997001,0.014997001,0,0,0.059988002,0,0,0,0.104979004,0,0.104979004,0.014997001,0,0,0.314937013,0,0,0,0,0,0,0,0,0.014997001,0,0
118,2,30,7,211,1.019910231,a,4,a4,8037,37,54,83.35,0.647870426,300,,,,,30,,,,10,,,,,,,,,400,,,,,,,5,20,150,,,,3,,,500,,,,,,,5,,,,,,,200,,80,,,,200,,,50,,,,,10,,,,,,100,,,,80,,,,3,,200,,,,,,400,,,,,,,50,,,,,,,,,,500,800,,50,,,,,,,600,,,100,,200,,,,,,600,,,,,15,,,,1,,,,,5,,,50,,,600,,,,1500,200,,,,,,,,,5,,,15,,,,55,3.15,11.2,0.15,0,33.2,1002.8,0.914822003,1.0028,,,1,,,10,,,,,,,,,,,,1,,,,6,,10,2,3,1,12,,,,8,,,,,,,,8.06E-05,22,83.35,0,0,0.0119976,0,0,0.119976005,0,0,0,0,0,0,0,0,0,0,0,0.0119976,0,0,0,0.071985603,0,0.119976005,0.023995201,0.035992801,0.0119976,0.143971206,0,0,0,0.095980804,0,0,0,0,0,0,0
119,2,30,7,211,1.019910231,a,2,a2,7124,29,57,66.68,0.854829034,100,,,,,5,,,,,,,,,,,,,2000,,,,,,,,,200,,,,,,,300,,,,,,,,,,,,,,5,,100,,5,,200,,,200,,,,,,,,,,,20,,,,20,,,,1,,20,3,,,,,,,,,,,,100,,,,,,,,500,,800,500,,,,,,30,15,,400,,,200,,300,,,,,,50,,,,,,,,,,,,,,,,,30,,,800,,,,200,20,,,,,,,,,,,,,,,,50,0.55,3.8,0,0,37.3,984.9,0.898492412,0.9849,,,,,,16,,,,,,4,,,3,,,,,,,7,,9,,1,,4,1,,,10,,,,1,1,,,0.000119993,22,66.68,0,0,0,0,0,0.23995201,0,0,0,0,0,0.059988002,0,0,0.044991002,0,0,0,0,0,0,0.104979004,0,0.134973005,0,0.014997001,0,0.059988002,0.014997001,0,0,0.149970006,0,0,0,0.014997001,0.014997001,0,0
120,2,31,7,212,1.024743929,a,3,a3,11738,41,50,66.68,0.74985003,400,,,,,20,,,,,,,,,,,,,2000,,,,,,50,,100,200,50,,,,,,1500,,,,,,,20,,,,,,,30,,500,,10,,50,,,300,50,,,,,,,,,,400,,,20,100,,,,2,,50,,,,,,150,,,,,,,100,,,,,,,,150,,3000,100,,100,,,,,,,,,,250,,300,,,,5,,40,,,,,30,,,,10,,,,,10,,,150,10,,1000,,,,400,30,20,,,,,,,,30,,,1,,,,65,0.45,5.2,0.3,0,36.7,949.8,0.866471818,0.9498,,,,,,2,,,,,,,,2,1,,,,,,,20,,10,,9,,3,1,,,1,,,,,1,,,6.39E-05,13,66.68,0,0,0,0,0,0.029994001,0,0,0,0,0,0,0,0.029994001,0.014997001,0,0,0,0,0,0,0.299940012,0,0.149970006,0,0.134973005,0,0.044991002,0.014997001,0,0,0.014997001,0,0,0,0,0.014997001,0,0
121,2,31,7,212,1.024743929,a,1,a1,16805,40,50,66.68,0.74985003,1000,1,,,,20,,,,,,,,,,,,,3000,,,,,,10,5,80,300,50,,,,,,800,,,,,,,40,,,,,,8,200,,300,,30,,200,,,400,,,,,,,,,,,1000,10,,1,100,,,,5,,80,,,,,,500,,,,,,,300,,,,,,,100,,,3000,500,,200,,,,,,,,,,300,,300,,,,,,600,,,,,,,,,50,,,,,15,,,150,30,,2000,,,,1000,100,20,,,,,,,,,,,,,,,61,0.4,6,0,0,29.5,1020.6,0.931060368,1.0206,,,,4,,8,,,,,,2,,,,,,,,,,13,,13,,,,3,,,,7,,,,,,,,4.46E-05,14,66.68,0,0,0,0.059988002,0,0.119976005,0,0,0,0,0,0.029994001,0,0,0,0,0,0,0,0,0,0.194961008,0,0.194961008,0,0,0,0.044991002,0,0,0,0.104979004,0,0,0,0,0,0,0
122,2,1,8,213,1.029577627,n,2,n2,4883,36,50,66.68,0.74985003,80,10,,,3,,,,50,,,,,,,,200,,,,,,,,,100,200,,,,3,,,,30,,,30,,,10,,,,,,,,600,,,,20,,100,,,10,,,,8,,,,,,,20,,,10,10,,,,,,200,,,,50,,,,,,,,,,,,,,,,,,,,1000,,500,,,,,,,200,,,100,,300,,30,,,,9,,,,,10,,,20,50,,,,,,,,,,,500,,,,100,200,100,,20,,,,,,,,,,,,,55,2.1,4.6,0,0,33.8,1405.5,1.282192188,1.4055,,,,2,,,,,,1,,3,,,4,,,,,,,25,,2,1,,,3,1,,,7,,,,,1,,,0.000153563,17,66.68,0,0,0,0.029994001,0,0,0,0,0,0.014997001,0,0.044991002,0,0,0.059988002,0,0,0,0,0,0,0.374925015,0,0.029994001,0.014997001,0,0,0.044991002,0.014997001,0,0,0.104979004,0,0,0,0,0.014997001,0,0
123,2,1,8,213,1.029577627,n,1,n1,3760,32,50,66.68,0.74985003,100,10,,,,,,,200,,,,,,,,50,,,,,,1,,,100,30,,,,3,,,,50,,,,,,,50,,,,,,5,200,,15,,20,,400,,,5,,,,,,,,,,,,1,,5,10,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,200,,400,,,,,,,400,,,200,,300,,,,5,,,,,,,,,,20,30,,,,,,,,,,,300,,,,300,100,100,,,,,,,,,,,,,,,60,1.9,6.1,0,0,34,1390.3,1.268325719,1.3903,,,,4,,2,,,,,,,,,1,,1,,,,,17,,4,,,2,4,3,,,9,,,,,3,,,0.000199428,17,66.68,0,0,0,0.059988002,0,0.029994001,0,0,0,0,0,0,0,0,0.014997001,0,0.014997001,0,0,0,0,0.25494901,0,0.059988002,0,0,0.029994001,0.059988002,0.044991002,0,0,0.134973005,0,0,0,0,0.044991002,0,0
124,2,1,8,213,1.029577627,n,3,n3,5332,36,50,50.01,0.99980004,50,20,,,,,,,30,,,,,,,,300,,,,,,,,,200,,,10,,3,,,,30,,,,,,3,20,,,,,,,1000,,,,100,,200,,,20,3,,,4,,,,,,,2,2,,,15,,,,,,300,,,,20,,,,,,,,,,,,,,,,,,,10,200,,500,,,,,,,400,30,,100,,400,,,,,,30,,,,,80,,,,50,,,,,,,,150,,,200,,,,400,150,300,,,,,,,,,,,,,,,58,1.6,18.6,3,0.4,33.9,1407.7,1.284199176,1.4077,,,1,1,,,,,,,,,,,5,,,,,,,27,,2,1,,,6,,,,4,,,,,3,,,0.000187509,19,50.01,0,0,0.019996001,0.019996001,0,0,0,0,0,0,0,0,0,0,0.099980004,0,0,0,0,0,0,0.539892022,0,0.039992002,0.019996001,0,0,0.119976005,0,0,0,0.079984003,0,0,0,0,0.059988002,0,0
125,2,1,8,213,1.029577627,n,4,n4,6923,39,54,83.35,0.647870426,50,,,,2,,,,,,,,,,,,100,,,,,,,,4,30,100,,5,,5,,,,100,,,,,,,50,,,,,,,500,,,,100,,200,,,,,,,,,,,,,,2,,,2,20,20,1,,1,,400,,,,,,,2,4,,,,,10,,,,,,,,,,,100,,500,,,,,,,800,20,,200,,500,,,,10,,50,,,,,,,,,20,,,,,,,,10,40,,400,,,,2500,50,10,,5,,,,,,,,,,,,,61,2.55,14,0,0.15,35.6,1420,1.295420069,1.42,,1,1,,,12,,,,,,,,2,11,,,,1,,,12,,,,4,,3,4,,,3,,,,,,,,9.36E-05,22,83.35,0,0.0119976,0.0119976,0,0,0.143971206,0,0,0,0,0,0,0,0.023995201,0.131973605,0,0,0,0.0119976,0,0,0.143971206,0,0,0,0.047990402,0,0.035992801,0.047990402,0,0,0.035992801,0,0,0,0,0,0,0
126,2,1,8,213,1.029577627,n,5,n5,5904,40,50,66.68,0.74985003,300,,,,,,,,30,,,,,,,,20,,,,,,1,,,100,50,,10,,1,7,,,100,,,,,,1,50,,,,,,2,600,,,,400,2,100,,,50,,,,,,,,30,,,20,,,20,30,,,,3,,300,,,,,,,,,,,,,50,,,,1,,,,,,,500,,200,,,,,,,300,,,300,,800,,,,,,1,,,,,10,,,5,50,,,,,,,,20,20,,1000,,,,400,,20,,,,,,,,,,,,,,,57,2.7,20.7,0.1,0,31.8,1398.6,1.275897541,1.3986,,,,,,7,,,,,,,,,7,,,,,,,15,,2,,4,,2,2,,,9,,,,1,1,,,0.000127007,23,66.68,0,0,0,0,0,0.104979004,0,0,0,0,0,0,0,0,0.104979004,0,0,0,0,0,0,0.224955009,0,0.029994001,0,0.059988002,0,0.029994001,0.029994001,0,0,0.134973005,0,0,0,0.014997001,0.014997001,0,0
127,2,1,8,213,1.029577627,o,4,o4,2840,26,50,133.36,0.374925015,50,,,,,,,,100,,,,,,,,,,,,,,20,,,30,30,,50,,5,,,,,,,,,,3,100,,,,,,,100,,,,,,500,,,2,,,,,,,,,,,10,,,20,,,5,,,,100,,,,,,,30,,,,,,,,,,,,,,,,,150,,150,,,,,,,400,,,300,,300,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,100,250,30,,,,,,,,,,,,,,,60,0,7.8,0,0,35.2,1576.2,1.437916276,1.5762,,1,,4,,5,,,,,,,,,11,,,,,,,5,,1,1,1,,2,2,,,17,,,,,,,,0.000132016,20,133.36,0,0.0074985,0,0.029994001,0,0.037492501,0,0,0,0,0,0,0,0,0.082483503,0,0,0,0,0,0,0.037492501,0,0.0074985,0.0074985,0.0074985,0,0.014997001,0.014997001,0,0,0.127474505,0,0,0,0,0,0,0
128,2,1,8,213,1.029577627,o,3,o3,2403,33,50,100.02,0.49990002,1,2,,,1,,,,300,,,,,3,,,,,,,,,,,,2,50,1,20,,15,,,,,,,,,,1,50,,,,,,3,10,,,,,,400,,,,5,,,,,,,,,3,20,,,3,6,,3,,,,150,,,,50,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,300,,,250,,20,,,,,,,,,,,,,,,1,,,,,,,,,,3,200,,,,20,300,200,,,,,,,,,,,,,,,49,0.1,3.1,0.1,0,28.4,1612.7,1.471214046,1.6127,,,,1,,4,,,,,,,,,,,,,,,,12,,2,3,,1,5,7,,,15,,,,,,,,0.000208032,19,100.02,0,0,0,0.009998,0,0.039992002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119976005,0,0.019996001,0.029994001,0,0.009998,0.049990002,0.069986003,0,0,0.149970006,0,0,0,0,0,0,0
129,2,2,8,214,1.034411325,u,1,u1,3189,28,50,100.02,0.49990002,10,50,,,,,,,1000,,,,,,,,,,,,,,5,5,,20,,,50,,10,,,,2,,,,,,,,,,,,,,50,,,,,,500,,,,,,,,,,,,,,1,,,5,20,,4,,,,5,,,,400,,,,,,,,,,,,,,,,,,,10,,,100,,,,,,,200,,,300,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,300,1,,,20,50,50,,,,,,,,,,,,,,,67,4,22,0.25,0,26.5,1745.8,1.59263687,1.7458,,,,,,4,,,,,,,,,1,,,,,,,31,,3,,1,,,2,,,8,,,,,,,,0.000156758,15,100.02,0,0,0,0,0,0.039992002,0,0,0,0,0,0,0,0,0.009998,0,0,0,0,0,0,0.309938012,0,0.029994001,0,0.009998,0,0,0.019996001,0,0,0.079984003,0,0,0,0,0,0,0
130,2,2,8,214,1.034411325,u,2,u2,2887,28,53,83.35,0.635872825,10,,4,13,1,,,,500,,,,,,,,,,,,,,,,,5,,,50,,15,,,,,,,,,,,80,,,,,,,50,,,,,,400,,,,,2,,,,,,,,,30,,,30,50,4,5,,3,,150,,,,10,,,,,,,,,,,,,,,,,,,,50,,100,,,,,,,600,,,150,,50,,,,,,,,,,,,,,,5,,,,,,,,,,,500,,,,,20,,,,,,,,,,,,,,,,67,0,17.9,1.1,0.05,18.6,1749.2,1.59573858,1.7492,,,,13,,5,,,,,,,1,,4,,,,,,,21,,,1,,,,4,,,4,,,,,,,,0.000220254,16,83.35,0,0,0,0.155968806,0,0.059988002,0,0,0,0,0,0,0.0119976,0,0.047990402,0,0,0,0,0,0,0.25194961,0,0,0.0119976,0,0,0,0.047990402,0,0,0.047990402,0,0,0,0,0,0,0
131,2,5,8,217,1.048912418,i,3,i3,35981,37,50,62.5,0.8,3000,,,,,200,,,,,,,,,,,,,,,,,,,,,2,10,5,,,,,,15000,,,10,,6,,,,,,,,10,10000,,2000,,10,,300,,,300,,,,,,,,,,,100,,,10,300,,,,1,,300,,,,20,,300,,,,,,,500,,,,,,,10,5,,2000,30,,,,,,,,,100,,,600,,300,,,,,,3,,,,,3,,,,,,,,,10,1,,,,,400,,,,20,100,,,,,,,,,15,,,,,,,45,0.05,18.6,0,0.05,10.5,711.5,0.649078436,0.7115,,,1,,,,,,,,,,,,1,,,,1,1,,7,,5,3,9,,17,3,,,1,,,,,,1,,2.22E-05,24,62.5,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0.016,0.016,0,0.112,0,0.08,0.048,0.144,0,0.272,0.048,0,0,0.016,0,0,0,0,0,0.016,0
132,2,5,8,217,1.048912418,i,4,i4,2913,30,50,83.35,0.599880024,400,,,,,20,,,,,,,,,,,50,,20,,,,,,,,,,,,,8,,,400,,,,,7,,,,,,3,,15,300,,100,,15,,,,,50,,,,,,,,,,,10,,,10,15,,10,,,,200,,,,50,,500,,,,,,,50,,,,,,,,,,200,,,,,,,,,,,,,,,200,,,,,,10,,,,,,,,,,,,,,,,,50,,,100,,,,,50,20,,,,,20,,,30,,,,,,,46,3.6,19.8,0,0.05,10.85,702.4,0.6407768,0.7024,,,,,,,,1,,,,2,,1,1,,,,,,,16,,4,,1,,16,1,,,4,,,,,,3,,0.000205932,25,83.35,0,0,0,0,0,0,0,0.0119976,0,0,0,0.023995201,0,0.0119976,0.0119976,0,0,0,0,0,0,0.191961608,0,0.047990402,0,0.0119976,0,0.191961608,0.0119976,0,0,0.047990402,0,0,0,0,0,0.035992801,0
